police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Family Care Associates Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,5.0,Hillcrest Children's Services (2) Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Hillcrest Children's Services (2) Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Hillcrest Children's Services (2) Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,2.0,Horizon Care and Education Group Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,2.0,MGM Care Services Ltd
West Mercia,telford and wrekin,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
West Mercia,worcestershire,West Midlands,children's home,Private,2.0, swan Cottage Limited
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Absolute Children's Care Limited
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Archways Care Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Cove Care - Residential Limited
West Mercia,worcestershire,West Midlands,children's home,Health Authority,4.0,Herefordshire and Worcestershire Health and Care NHS Trust
West Mercia,worcestershire,West Midlands,children's home,Health Authority,5.0,Herefordshire and Worcestershire Health and Care NHS Trust
West Mercia,worcestershire,West Midlands,children's home,Private,3.0,Homes 2 Inspire Limited
West Mercia,worcestershire,West Midlands,children's home,Private,2.0,Keys Specialist Residential Children's Services Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,2.0,Keys Specialist Residential Children's Services Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,2.0,Keys Specialist Residential Children's Services Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,10.0,Lakeside @ Our Place Limited
West Mercia,worcestershire,West Midlands,children's home,Private,10.0,Our Place (2008) Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,3.0,Priory Education Services Limited
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Solace for Children Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,3.0,Solace for Children Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,The Partnership Of Care Today Children's Services
West Mercia,worcestershire,West Midlands,children's home,Private,3.0,Utopia Children's Services Ltd
West Mercia,worcestershire,West Midlands,children's home,Private,8.0,Worcestershire Children First
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Worcestershire Children First
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Worcestershire Children First
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Worcestershire Children First
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Worcestershire Children First
West Mercia,worcestershire,West Midlands,children's home,Private,4.0,Worcestershire Children First
West Midlands,birmingham,West Midlands,children's home,Private,5.0,ASTON CHILDREN'S CARE LTD
West Midlands,birmingham,West Midlands,children's home,Private,5.0,ASTON CHILDREN'S CARE LTD
West Midlands,birmingham,West Midlands,children's home,Private,4.0,ASTON CHILDREN'S CARE LTD
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Accalia Care Services Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Accalia Care Services Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Adecyn Childrens Homes Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Adecyn Childrens Homes Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Beacon Childcare Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Beacon Childcare Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Beacon Childcare Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Beacon Childcare Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Beacon Childcare Limited
West Midlands,birmingham,West Midlands,children's home,Voluntary,3.0,Birmingham Children's Trust Community Interest Company
West Midlands,birmingham,West Midlands,children's home,Voluntary,7.0,Birmingham Children's Trust Community Interest Company
West Midlands,birmingham,West Midlands,children's home,Voluntary,16.0,Birmingham Children's Trust Community Interest Company
West Midlands,birmingham,West Midlands,children's home,Voluntary,12.0,Birmingham Children's Trust Community Interest Company
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,6.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Care And Management Services Limited
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Care And Management Services Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Care And Management Services Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Care And Management Services Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Care Perspectives Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Castle Homes Care Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Castle Homes Care Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Compass Children's Homes Ltd
West Midlands,birmingham,West Midlands,children's home,Private,6.0,Compass Children's Homes Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,DMR Services Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,DMR Services Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Gracebridge Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Hand In Hand Childcare
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Haven Care Group Ltd
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Haven Care Group Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Meadows Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Meadows Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Meadows Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Meadows Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Nh Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Nh Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Nh Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Nh Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,5.0,Nh Care Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Nisa Care Home Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Positive Pathways Limited
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Serenity Specialist Care Ltd
West Midlands,birmingham,West Midlands,children's home,Private,4.0,Sherlock Healthcare Services Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Solid Global Limited
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Stanfield Care Services Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,Stepping Stones Care (Midlands) Limited
West Midlands,birmingham,West Midlands,children's home,Private,3.0,TJY Care Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,The Spring Children's And Transitional Care Ltd
West Midlands,birmingham,West Midlands,children's home,Private,2.0,Wynford House Ltd
West Midlands,birmingham,West Midlands,children's home,Voluntary,3.0,
West Midlands,coventry,West Midlands,children's home,Local Authority,4.0,Coventry City Council
West Midlands,coventry,West Midlands,children's home,Local Authority,4.0,Coventry City Council
West Midlands,coventry,West Midlands,children's home,Local Authority,4.0,Coventry City Council
West Midlands,coventry,West Midlands,children's home,Local Authority,4.0,Coventry City Council
West Midlands,coventry,West Midlands,children's home,Local Authority,4.0,Coventry City Council
West Midlands,coventry,West Midlands,children's home,Private,3.0,Esland North Limited
West Midlands,coventry,West Midlands,children's home,Private,4.0,Hexagon Care Services Limited
West Midlands,coventry,West Midlands,children's home,Private,4.0,Hexagon Care Services Limited
West Midlands,coventry,West Midlands,children's home,Private,4.0,Hexagon Care Services Limited
West Midlands,coventry,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
West Midlands,coventry,West Midlands,children's home,Private,4.0,Progress Children's Services Limited
West Midlands,coventry,West Midlands,children's home,Private,2.0,Progress Children's Services Limited
West Midlands,dudley,West Midlands,children's home,Private,4.0,ASTON CHILDREN'S CARE LTD
West Midlands,dudley,West Midlands,children's home,Private,6.0,Cambian Childcare Ltd
West Midlands,dudley,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Midlands,dudley,West Midlands,children's home,Private,6.0,CareTech Community Services Limited
West Midlands,dudley,West Midlands,children's home,Private,6.0,CareTech Community Services Limited
West Midlands,dudley,West Midlands,children's home,Local Authority,7.0,Dudley Metropolitan Borough Council
West Midlands,dudley,West Midlands,children's home,Local Authority,4.0,Dudley Metropolitan Borough Council
West Midlands,dudley,West Midlands,children's home,Local Authority,4.0,Dudley Metropolitan Borough Council
West Midlands,dudley,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
West Midlands,dudley,West Midlands,children's home,Private,3.0,PCF Residential Childcare Ltd
West Midlands,dudley,West Midlands,children's home,Private,3.0,Positive Outcomes Childcare Limited
West Midlands,dudley,West Midlands,children's home,Voluntary,1.0,St Christopher's Fellowship
West Midlands,dudley,West Midlands,children's home,Private,3.0,Thrive Childcare Services Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Accalia Care Services Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Blossom Care Group Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Midlands,sandwell,West Midlands,children's home,Private,2.0,Cambian Childcare Ltd
West Midlands,sandwell,West Midlands,children's home,Private,2.0,Child First Residential LTD
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Individual Specialist Care Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Keys Care Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Motivations Activity Projects Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Motivations Activity Projects Ltd
West Midlands,sandwell,West Midlands,children's home,Private,3.0,Progress Children's Services Limited
West Midlands,sandwell,West Midlands,children's home,Private,4.0,Spring Meadow Children's Home
West Midlands,sandwell,West Midlands,children's home,Voluntary,4.0,St Christopher's Fellowship
West Midlands,solihull,West Midlands,children's home,Private,4.0,Compass Children's Homes Ltd
West Midlands,walsall,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Midlands,walsall,West Midlands,children's home,Private,8.0,Care Perspectives Ltd
West Midlands,walsall,West Midlands,children's home,Private,5.0,Compass Children's Homes Ltd
West Midlands,walsall,West Midlands,children's home,Private,3.0,Hazelmont Care Ltd
West Midlands,walsall,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
West Midlands,walsall,West Midlands,children's home,Private,6.0,Progress Children's Services Limited
